nombre,run,Dv,Correo,Nombre_usuario,Contrasena,Telefono_contacto,Jornada,Isapre,Contrato,Codigo_reserva,Codigo_agenda,Fecha,Monto,Cantidad_personas,Estado_disponibilidad,Numero_viaje,Lugar_origen,Lugar_llegada,Fecha_salida,Fecha_llegada,Capacidad,Tiempo_estimado,Precio_asiento,Empresa,Tipo_de_bus,Comodidades,Escalas,Clase,Paradas
"Sra. Clemente Olmos Limón",29112537,9,sra.7945@viajes.cl,sra.8294,spnF3NhGt,"+56 2 7784 5297",Nocturno,Consalud,"Full time",608194,,,0,,Disponible,41776,Sagunto,Málaga,2025-01-07,2025-02-27,58,1233,46000,Italo,,"{""Asientos reclinables"",TV,Calefacción}",{},,{Alcoy}
"Sr. Tomás Naranjo Ulibarri",10439340,3,sr.5391@viajes.cl,srtonaul,jKr34Ag1,"+56 2 7110 8034",Diurno,"Más vida","Full time",608195,,,,,Disponible,55940,badajoz,Sabadell,2025-03-28,2025-09-17,76,4173,292000,"ŽFBH (Bosnia y Herzegovina)",,"{Agua,""Asientos reclinables"",""Aire acondicionado"",Calefacción,Wifi,Baño,Comida}",{},,"{Móstoles,""Mollet del Vallés"",Cáceres}"
"Sra. Vicente Corrales Valdés",6137240,7,sra.2960@viajes.cl,sra.1836,iDV3fYTwy1t,"+56 9 8111 2238",Diurno,Fonasa,"Part time",608197,,,0,,Disponible,8934,Valdemoro,LasPalmasdeGranCanaria,2025-11-13,2026-01-16,17,1548,73000,"VRZ (Croacia)",,"{Calefacción,TV,Agua,Baño}",{},,{Rivas-Vaciamadrid}
"Nicolás Sánchez Barrera",11082679,6,nisOeba@viajes.cl,nicolás5845,rBe4uLTY4AP9SAn,"+56 9 1734 6629",Diurno,Banmédica,"Part time",608198,,,,,Disponible,69478,SantaLucíadeTirajana,Elda,2025-10-06,2025-10-14,46,215,83000,"DSB (Dinamarca)",,"{Calefacción,TV,Agua,Baño}",{},,"{""Collado Villalba""}"
"Lorenzo Montoya Malave",27542443,9,Lorenzomalave@viajes.cl,lorenzo3288,zdRS0Fi7dSuHL06p,"+56 9 9276 5285",Nocturno,"Más vida","Full time",608199,,,,,Disponible,68236,granada,Huelva,2026-04-01,2026-04-11,16,257,26000,"CD (República Checa)",,"{Calefacción,TV,Agua,Baño}",{},,{}
"Micaela Montez Navarro",27214184,3,Micaelanavarro@viajes.cl,mimona,5CcpROQX6gRkDaR,"+56 9 9270 5712",Nocturno,Colmena,"Full time",608200,,,,,Disponible,17681,ElPuertodeSantaMaría,Alcorcón,2026-08-12,2026-12-11,63,2918,126000,"SJ (Suecia)",,"{""Aire acondicionado"",Agua,""Asientos reclinables"",Wifi,TV,Comida}",{},,"{""Talavera de la Reina"",Zamora}"
"Sr. María Sáenz Carrero",1451179,2,srmasOeca@viajes.cl,sr.7857,SCSQi03im,"+56 9 4433 9432",Diurno,Fonasa,"Part time",608201,,,,,Disponible,70332,Cuenta,RivasVaciamadrid,2026-09-10,2026-10-24,42,1065,58000,"SJ (Suecia)",,"{Calefacción,""Aire acondicionado"",""Asientos reclinables""}",{},,{}
"Gonzalo Alcala Garza",10757545,6,Gonzalogarza@viajes.cl,gonzalo3723,JSedyIaWQd4m8bFg,"+56 9 5622 5908",Nocturno,Consalud,"Full time",608203,,,,,Disponible,24582,PozuelodeAlarcón,SanCristróbaldelaLaguna,2026-10-09,2026-11-28,18,1201,42000,"VRZ (Croacia)",,"{""Aire acondicionado"",TV,Agua}",{},,"{Huelva,Manresa,Bilbao,Ponferrada}"
"César Trujillo Tórrez",10014205,8,cOosar2050@viajes.cl,césar5085,Wn20YGieL,"+56 2 0674 6571",Nocturno,"Más vida","Part time",608206,,,,,Disponible,31461,Badajoz,Gecho,2026-11-30,2027-02-02,5,1555,118000,"ZS (Eslovenia)",,"{Comida,Wifi,Calefacción,""Asientos reclinables""}",{},,"{Rivas-Vaciamadrid,Sagunto}"
"Antonia Sepúlveda Holguín",15278055,9,AntoniaholguOAn@viajes.cl,antonia7881,BxV2pgmE2s,"+56 9 7285 9463",Nocturno,Banmédica,"Part time",608207,,,,,Disponible,80541,zaragoza,Manresa,2025-01-06,2025-02-26,77,1237,55000,"ŽFBH (Bosnia y Herzegovina)",,"{Baño,Agua,""Aire acondicionado""}",{},,"{Gecho,Puertollano,""Chiclana de la Frontera""}"
"Alejandro Arredondo Mesa",22317934,7,alejandro6382@viajes.cl,alejandro8724,cz2Qg5cbrmZes,"+56 9 2508 7860",Diurno,Banmédica,"Full time",608208,,,,,Disponible,82276,Arrecife,Sagunto,2026-02-23,2026-08-06,46,3950,240000,"ÖBB (Austria)",,"{Wifi,Baño,""Asientos reclinables"",TV,Agua,""Aire acondicionado"",Comida}",{},,"{Fuengirola,Gandía,Benalmádena}"
"Adán Moreno Trejo",26344603,8,AdOentrejo@viajes.cl,Adántrejo,h8ODYO9O,"+56 9 9947 1636",Nocturno,Colmena,"Full time",608209,,,,,Disponible,45111,Valladolid,Alcorcón,2026-03-03,2026-08-12,5,3889,453000,"Nederlandse Sp",,"{Wifi,TV,Baño,Comida,Calefacción,Agua,""Asientos reclinables""}",{},,"{""Hospitalet de LLobregat""}"
"Dorotea Loera Miranda",27998380,7,dorotea7515@viajes.cl,Doroteamiranda,DjOptjNkY0,"+56 2 1758 7054",Diurno,Colmena,"Full time",608210,,,,,Disponible,43900,SantaColomadeGramanet,Pamplona,2025-02-19,2025-05-10,62,1932,98000,"RZD (Rusia)",,"{Calefacción,Wifi,Comida,TV}",{},,"{""Molina de Segura"",Estepona}"
"Maricarmen Ayala Maldonado",3186135,7,Maricarmenmaldonado@viajes.cl,maayma,sS5kMWj12,"+56 9 8153 7142",Nocturno,Fonasa,"Part time",608212,,,,,Disponible,50623,SanlúcardeBarrameda,Alcorcón,2025-03-22,2025-08-15,12,3515,333000,"ZFBH (Bosnia y Herzegovina)",,"{Agua,Baño,Wifi,TV,""Asientos reclinables"",Calefacción}",{},,{Avilés}
"Rosa Lozada Aguirre",24520488,4,rosa1860@viajes.cl,roloag,cgn0lpJ7jfdvsjR0,"+56 9 0373 6903",Nocturno,"Más vida","Part time",608214,,,,,Disponible,75690,Torrevieja,Inca,2025-05-11,2025-09-04,95,2784,254000,"NSB (Noruega)",,"{Agua,""Aire acondicionado"",Baño,Calefacción,TV}",{},,"{Pontevedra,Mérida,Albacete,Motril}"
"José Eduardo Valdés Montaño",12108081,8,joedvamo@viajes.cl,joedvamo,FG9RsxG2gikB,"+56 9 9767 6694",Nocturno,Fonasa,"Part time",608215,,,,,Disponible,24615,León,Burgos,2025-08-04,2025-10-22,22,1904,167000,"Nederlandse Sp",,"{Comida,Agua,""Asientos reclinables"",""Aire acondicionado""}",{},,"{Salamanca,Almería,""Pozuelo de Alarcón"",""El Prat de LLobregat""}"
"Sr. Mariana Caldera Colón",14263002,8,sr.9956@viajes.cl,sr.3843,1ZPuREHdWJpg2T,"+56 2 7831 6768",Diurno,Consalud,"Part time",608220,,,,,Disponible,81867,Salamanca,Calahorra,2025-12-15,2026-05-05,53,3405,277000,"ÖBB (Austria)",,"{Wifi,Baño,""Asientos reclinables"",Comida,Calefacción,TV}",{},,"{Leganés,Ceuta,""Las Palmas de Gran Canaria"",Ceuta}"
"Eloisa Patiño Hinojosa",28602501,3,elpahi@viajes.cl,eloisa3165,6UfOGhH9PdohKR5V,"+56 2 2497 7276",Diurno,Consalud,"Full time",608221,,,,,Disponible,52339,León,ColladoVillalba,2025-08-11,2025-08-31,23,481,162000,"ZFBH (Bosnia y Herzegovina)",,"{Wifi,Baño,""Asientos reclinables"",Comida,Calefacción,TV}",{},,"{Sevilla,Valdemoro}"
"Sr. Marcos Linares Valverde",1280716,3,srmaliva@viajes.cl,srmaliva,MIBJCeoC8,"+56 9 1907 6296",Diurno,Consalud,"Full time",608222,,,,,Disponible,82188,Rubí,SantaCruzdeTenerife,2025-12-24,2026-02-19,89,1385,109000,Trenitalia,,"{TV,Calefacción,""Asientos reclinables""}",{},,"{""Dos Hermanas"",Móstoles}"
"Graciela Páez Velázquez",16288000,4,grpOeve@viajes.cl,grpáve,FNn8U5eQ2X,"+56 2 1878 0763",Nocturno,Consalud,"Part time",608225,,,,,Disponible,50845,Reus,Calahorra,2025-04-13,2025-08-25,79,3230,281000,"DSB (Dinamarca)",,"{""Asientos reclinables"",Calefacción,Baño,Comida,Wifi,Agua}",{},,{Albacete}
"Julio Mora Sisneros",11860289,7,julio2462@viajes.cl,julio4905,6iZWBMB35jti2biz,"+56 9 0525 5289",Diurno,Consalud,"Full time",608226,,,0,,Disponible,71415,Sevilla,Cádiz,2026-07-08,2026-09-13,52,1621,177000,"CD (República Checa)",,"{Wifi,Agua,Comida,""Aire acondicionado""}",{},,"{""San Sebastián"",Sevilla,Pamplona,Málaga}"
"Federico Guardado Valverde",25612303,7,federico3486@viajes.cl,Federicovalverde,YH4Sl31dmqR,"+56 2 8486 3572",Diurno,Banmédica,"Full time",608227,,,,,Disponible,61890,CiudadReal,Logroño,2025-06-20,2025-11-04,51,3297,167000,"CFR (Rumania)",,"{""Asientos reclinables"",Comida,TV,Calefacción,Agua,Baño}",{},,{Zaragoza}
"Clemente Arreola Nieto",25407093,9,clarni@viajes.cl,Clementenieto,mSOpchYieVh6um,"+56 2 2251 2531",Diurno,Colmena,"Part time",608228,,,,,Disponible,68025,jerezdelafrontera,SAGUNTO,2026-03-01,2026-07-22,5,3441,394000,"NS International",,"{Comida,Agua,Calefacción,TV,Wifi,Baño}",{},,"{Rivas-Vaciamadrid,Badajoz,""Alcalá de Henares"",Bilbao}"
"Sra. Francisco Vázquez Fernández",1688220,8,Sra.fernOendez@viajes.cl,srfrváfe,jHUR41osYr,"+56 2 2068 1518",Diurno,Consalud,"Full time",608232,,,0,,Disponible,87470,AlcaládeHenares,Coslada,2026-01-18,2026-06-21,90,3712,450000,"NS International",,"{Comida,TV,Baño,Wifi,""Aire acondicionado"",Calefacción,""Asientos reclinables""}",{},,"{Málaga,""San Sebastían de los Reyes""}"
"Sta. Gabriel Gamboa Salas",25011431,1,stgagasa@viajes.cl,Sta.salas,SM4Mc82ZnC9,"+56 9 0396 5017",Nocturno,Consalud,"Part time",608234,,,,,Disponible,38980,Logroño,Elda,2025-06-22,2025-08-29,2,1651,159000,"NSB (Noruega)",,"{""Aire acondicionado"",""Asientos reclinables"",Agua,TV}",{},,"{Orense,Mijas,Badajoz,Málaga}"
"Bernardo Jimínez Atencio",3376428,6,bernardo2082@viajes.cl,bernardo9521,AWF1ilBRzYqfq5,"+56 2 6762 1601",Nocturno,Fonasa,"Part time",608235,,,,,Disponible,65214,móstoles,Granollers,2026-04-19,2026-09-29,92,3915,408000,"ŽFBH (Bosnia y Herzegovina)",,"{Wifi,Comida,Agua,Baño,""Aire acondicionado"",""Asientos reclinables"",TV}",{},,{}
"Sr. Daniel Véliz Maya",6521018,5,sr.7960@viajes.cl,srdavéma,G6nE4De77tFU,"+56 9 7332 7996",Diurno,Banmédica,"Full time",608237,,,,,Disponible,73467,Marbella,Zaragoza,2026-11-17,2026-12-14,12,656,184000,"TGV (SNCF)",,"{Baño,""Asientos reclinables"",Wifi}",{},,"{Torrelavega,Zamora,Elda}"
"Luis Gamboa Madrigal",28752648,2,lugama@viajes.cl,Luismadrigal,nw6BejxIXW,"+56 9 2345 3771",Nocturno,Banmédica,"Part time",608239,,,,,Disponible,8683,Madrid,Sabadell,2026-09-06,2027-01-10,99,3024,390000,Trenitalia,,"{Agua,""Aire acondicionado"",""Asientos reclinables"",Comida,TV,Wifi}",{},,{}
"Sra. Marco Antonio Preciado Urrutia",7257726,4,Sra.urrutia@viajes.cl,sra.8161,ThicBO49,"+56 2 5133 1317",Nocturno,Colmena,"Full time",608242,,,0,,Disponible,95552,Guadalajara,RivasVaciamadrid,2025-12-15,2026-05-04,25,3363,229000,"CP (Portugal)",,"{Baño,Calefacción,""Asientos reclinables"",Comida,Wifi,""Aire acondicionado""}",{},,"{""Dos Hermanas"",Lugo,Orense,""Alcalá de Henares""}"
"Diego Meza Carrero",4046895,1,diego9697@viajes.cl,Diegocarrero,r0OTBBkX,"+56 2 6364 0708",Nocturno,Colmena,"Part time",608243,,,,,Disponible,42006,Vigo,Puertollano,2026-05-25,2026-11-16,78,4205,440000,Italo,,"{Comida,Wifi,""Aire acondicionado"",Agua,Baño,""Asientos reclinables"",TV}",{},,"{Móstoles,Alicante}"
"Sr. Rodrigo Abrego Almonte",27294946,8,srroabal@viajes.cl,sr.999,t93UfFZ37OC,"+56 9 3198 9649",Diurno,Fonasa,"Part time",608244,,,0,,Disponible,43363,AlcaládeGuadaira,RoquetasdeMar,2026-08-28,2026-11-03,50,1610,95000,"ÖBB (Austria)",,"{Wifi,""Asientos reclinables"",Baño,TV}",{},,"{Fuenlabrada,Vitoria,Pamplona}"
"Débora Cerda Abrego",380222,1,DOoboraabrego@viajes.cl,déceab,oidvBZaQn2J,"+56 9 7966 9246",Nocturno,Fonasa,"Part time",608246,,,,,Disponible,35803,Gecho,Zaragoza,2026-09-08,2027-01-05,73,2865,179000,"ZFBH (Bosnia y Herzegovina)",,"{TV,Agua,Wifi,Baño,Comida}",{},,"{Arrecife,""Las Palmas de Gran Canaria"",""Alcalá de Guadaira"",Rivas-Vaciamadrid,Jaén}"
"Miguel Ángel Arriaga Munguía",16948384,1,MiguelmunguOAa@viajes.cl,miguel7623,DOt2o47Wuk95,"+56 2 1245 1491",Diurno,Banmédica,"Part time",608247,,,0,,Disponible,49335,SantaColomadeGramanet,Elda,2025-09-23,2025-11-27,16,1570,113000,"PKP (Polonia)",,"{TV,Agua,Calefacción,Comida}",{},,"{Calahorra,""Santiago de Compostela"",""Santa Lucía de Tirajana"",Linares}"
"Sr. Julio Casillas Meraz",16831151,6,sr.8176@viajes.cl,Sr.meraz,WIySvWhzq58YAv,"+56 9 3193 3332",Nocturno,Colmena,"Full time",608248,,,,,Disponible,9602,PalmadeMallorca,Manresa,2025-01-07,2025-01-16,26,235,98000,Eurostar,,"{TV,Agua,Calefacción,Comida}",{},,"{Santander,Elda,Alcoy,Getafe}"
"Elisa Pedraza López",14715823,8,ElisalOIpez@viajes.cl,elisa3707,em51Z8ZsW,"+56 2 1491 4679",Diurno,Fonasa,"Full time",608249,,,,,Disponible,67574,CornelládeLlobregat,ElPuertodeSantaMaría,2025-12-29,2026-02-04,11,888,68000,"VRZ (Croacia)",,"{""Asientos reclinables"",""Aire acondicionado"",TV}",{},,{}
"Mario Bustamante Escobedo",17017236,1,Marioescobedo@viajes.cl,mario8217,msG3hK09ePX,"+56 2 3687 2351",Nocturno,Colmena,"Part time",608251,,,,,Disponible,52545,ElPratdeLLobregat,CerdañoladelVallés,2026-02-25,2026-08-21,50,4269,371000,"ŽSSK (Eslovaquia)",,"{Calefacción,Baño,Wifi,""Asientos reclinables"",Comida,""Aire acondicionado"",Agua}",{},,{Badajoz}
"Juan Carlos Carranza Posada",22956352,1,juan1218@viajes.cl,Juanposada,G8lgxRY16S9P09,"+56 9 3325 4482",Diurno,Colmena,"Full time",608252,,,,,Disponible,72667,Rubí,SANTALUCíADETIRAJANA,2026-02-17,2026-05-26,14,2366,249000,Italo,,"{""Asientos reclinables"",TV,""Aire acondicionado"",Wifi,Comida}",{},,"{Tarrasa,Valdemoro,Logroño,Palencia,""Chiclana de la Frontera""}"
"Mercedes Berríos Chacón",15629002,5,mebech@viajes.cl,mercedes1386,T5IpAewBzleMUYL,"+56 9 5567 3649",Nocturno,"Más vida","Part time",608253,,,,,Disponible,11873,Elche,Alcorcón,2025-07-19,2025-10-01,49,1792,88000,Renfe,,"{TV,Comida,Calefacción,""Aire acondicionado""}",{},,{Jaén}
"Rosa Lozada Aguirre",24520488,4,rosa1860@viajes.cl,roloag,cgn0lpJ7jfdvsjR0,"+56 9 0373 6903",Nocturno,"Más vida","Part time",608254,,,,,Disponible,32253,LasPalmasdeGranCanaria,Granollers,2025-03-16,2025-05-26,2,1727,91000,Thalys,,"{Comida,Wifi,Calefacción,""Asientos reclinables""}",{},,"{""Mollet del Vallés"",Algeciras,""Molina de Segura"",Puertollano,Ceuta}"
"Sta. Miguel Ángel Alonzo Águilar",22414748,1,stmiOenalOeg@viajes.cl,sta.9670,3ijXrhLQzIw,"+56 9 3381 8904",Nocturno,Consalud,"Part time",608256,,,,,Disponible,3149,Reus,LaCoruña,2026-08-28,2027-02-08,55,3953,294000,"PKP (Polonia)",,"{TV,Wifi,""Asientos reclinables"",""Aire acondicionado"",Baño,Calefacción,Comida}",{},,"{Paterna,Torremolinos}"
"Joaquín Guzmán Barreto",21078613,9,joaquOAn3385@viajes.cl,Joaquínbarreto,W9UXGnt7VOouC8B8,"+56 2 8706 4214",Nocturno,Banmédica,"Full time",608259,,,,,Disponible,21367,Reus,Elda,2025-12-18,2025-12-26,48,207,165000,"VR (Finlandia)",,"{""Asientos reclinables"",Agua,TV,Calefacción}",{},,{Fuengirola}
"Pedro Olivárez Villaseñor",8071543,9,Pedrovillasenor@viajes.cl,Pedrovillaseñor,P5hQ43jOYWfRfV,"+56 2 9321 3464",Diurno,Colmena,"Full time",608261,,,,,Disponible,98801,Móstoles,TORREVIEJA,2025-04-26,2025-05-16,48,486,98000,"ZS (Eslovenia)",,"{""Aire acondicionado"",Baño,TV,Agua,Calefacción,Comida}",{},,"{Cuenta,Guadalajara,Fuenlabrada,""Pozuelo de Alarcón""}"
"Sra. Rodrigo Gracia Farías",27639412,6,sra.6767@viajes.cl,srrogrfa,6uwYYHp4sQWhk,"+56 2 1036 0355",Diurno,Fonasa,"Part time",608264,,,,,Disponible,20122,Ceuta,Córdoba,2025-11-01,2026-04-24,33,4190,259000,"ŽFBH (Bosnia y Herzegovina)",,"{Baño,TV,""Aire acondicionado"",""Asientos reclinables"",Wifi,Comida,Agua}",{},,"{Elche,Pamplona}"
"Alfonso Abrego Cardona",4644905,3,alfonso8745@viajes.cl,Alfonsocardona,FSOdOzpO1nu667Tn,"+56 9 7969 3980",Diurno,Banmédica,"Part time",608266,,,,,Disponible,19659,SanFernando,SanCristróbaldelaLaguna,2025-08-06,2025-10-26,17,1946,99000,Thalys,,"{Calefacción,Comida,TV,Baño}",{},,"{Baracaldo,Zamora,Granada}"
"Ana Luisa Muñoz Tovar",8419894,3,anlumuto@viajes.cl,anlumuto,cJa6idjdmy,"+56 9 5495 6233",Diurno,Banmédica,"Full time",608271,,,,,Disponible,172,Viladecans,SanSebastián,2026-09-10,2027-01-13,96,3006,124000,"HŽ (Croacia)",,"{Agua,Baño,""Asientos reclinables"",Wifi,Comida,TV}",{},,"{Sagunto,Cádiz,""San Fernando""}"
"Yolanda Aponte Miramontes",24491981,2,yoapmi@viajes.cl,yolanda3236,fNkFZGk1QGb,"+56 2 0111 4027",Nocturno,Banmédica,"Part time",608272,,,,,Disponible,84357,Mérida,Paterna,2025-07-05,2025-12-23,1,4113,274000,Italo,,"{""Aire acondicionado"",Wifi,Calefacción,TV,""Asientos reclinables"",Baño,Comida}",{},,"{""Hospitalet de LLobregat"",""Collado Villalba"",Ceuta}"
"Amalia Rolón Quiroz",20064781,5,amalia5995@viajes.cl,amalia5211,polB5glsV9Eu1Y3F,"+56 9 5919 4586",Nocturno,Banmédica,"Part time",608274,,,,,Disponible,96554,Torremolinos,Manresa,2025-12-13,2026-06-03,96,4129,326000,"CD (República Checa)",,"{Calefacción,Wifi,""Aire acondicionado"",TV,Agua,Comida,Baño}",{},,"{Vigo,Marbella,""Ciudad Real""}"
"Sancho Bañuelos Matías",6545861,6,sancho314@viajes.cl,Sanchomatías,ylTNik4KM3MfODm,"+56 2 9226 2167",Nocturno,"Más vida","Full time",608275,,,,,Disponible,82831,Majadahonda,Santander,2025-01-25,2025-02-28,33,822,44000,"ŽFBH (Bosnia y Herzegovina)",,"{Agua,TV,Wifi}",{},,"{""Alcalá de Guadaira""}"
"Sr. Julio Rojo Báez",13218837,8,srjurobOe@viajes.cl,srjurobá,IYjU8Fm6nZK,"+56 9 7784 7590",Nocturno,"Más vida","Full time",608276,,,,,Disponible,81466,Granollers,SantaCruzdeTenerife,2026-08-17,2026-10-01,14,1101,37000,"ŽSSK (Eslovaquia)",,"{""Asientos reclinables"",Agua,Comida}",{},,"{Pamplona,Lérida}"
"Patricio Zepeda Tapia",16365345,1,pazeta@viajes.cl,Patriciotapia,N0fIAWZf6HIDas,"+56 9 9396 1582",Diurno,Colmena,"Full time",608277,,,0,,Disponible,63766,granollers,Telde,2025-09-05,2025-09-23,13,439,168000,Eurostar,,"{""Asientos reclinables"",Agua,Comida}",{},,"{Alicante,Motril}"
"Luis Moya Chapa",3823505,2,lumoch@viajes.cl,luis8608,9UJlSpUQts,"+56 2 6537 5504",Diurno,Fonasa,"Part time",608279,,,,,Disponible,91095,Oviedo,Santander,2025-09-11,2025-11-09,3,1433,54000,"HŽ (Croacia)",,"{Baño,""Asientos reclinables"",Calefacción}",{},,"{""San Fernando"",Elche,Cartagena,Fuenlabrada,Lorca}"
"María José Heredia Rojo",25292417,5,marOAa3368@viajes.cl,maría2370,R9ZRqC5Pk3uAhhps,"+56 2 5662 6246",Nocturno,Fonasa,"Full time",608280,,,,,Disponible,1312,Estepona,Lérida,2026-07-19,2026-09-27,68,1684,92000,"ZS (Eslovenia)",,"{""Asientos reclinables"",Comida,TV,Baño}",{},,{}
"Octavio Benavídez Ponce",11519182,9,octavio2345@viajes.cl,ocbepo,u49ai0q2oM,"+56 9 3145 7893",Nocturno,"Más vida","Part time",608282,,,,,Disponible,63174,Mérida,Oviedo,2026-01-23,2026-04-18,39,2055,59000,"VR (Finlandia)",,"{""Asientos reclinables"",Comida,""Aire acondicionado"",Agua}",{},,{}
"Tomás Márquez Solorio",17479700,5,tomOeso@viajes.cl,tomáso,sGor0pUQsANbDQ,"+56 9 8668 1353",Diurno,Colmena,"Part time",608283,,,,,Disponible,78143,Benidorm,Viladecans,2025-02-24,2025-08-12,23,4079,238000,"ZFBH (Bosnia y Herzegovina)",,"{Agua,""Asientos reclinables"",Comida,""Aire acondicionado"",Baño,Wifi,TV}",{},,{}
"Lucas Quiroz Benítez",5613254,6,LucasbenOAtez@viajes.cl,lucas9352,X5LXThnlME7KrDRE,"+56 2 7564 2478",Diurno,Colmena,"Full time",608284,,,,,Disponible,16143,Mérida,ElEjido,2026-08-08,2026-08-28,33,489,143000,AVE,,"{Agua,""Asientos reclinables"",Comida,""Aire acondicionado"",Baño,Wifi,TV}",{},,"{Granada,Sevilla,""El Prat de LLobregat"",Orense}"
"Norma Beltrán Menchaca",4467817,9,norma1444@viajes.cl,norma3078,XWa8lGMhiwr,"+56 2 0979 8879",Diurno,Colmena,"Part time",608285,,,,,Disponible,20937,Córdoba,Lorca,2025-03-25,2025-07-30,81,3056,277000,"ZSSK (Eslovaquia)",,"{""Asientos reclinables"",Baño,""Aire acondicionado"",Agua,Calefacción,Wifi}",{},,"{""Chiclana de la Frontera"",Torrelavega}"
"Benito Ruelas Montoya",12864754,6,berumo@viajes.cl,benito5343,uB8XM1MO3Y,"+56 9 6846 0639",Nocturno,Consalud,"Part time",608288,,,,,Disponible,45905,Cartagena,Valencia,2025-08-03,2025-10-13,6,1723,164000,"SBB (Suiza)",,"{Comida,""Aire acondicionado"",Baño,Calefacción}",{},,"{""Castellón de la Plana"",Leganés,Pamplona,Valdemoro,León}"
"Andrea Colunga de Jesús",18258668,4,AndreajesOUs@viajes.cl,ancodeje,bXVBK8N3KpW8,"+56 9 8912 3550",Nocturno,Consalud,"Full time",608289,,,,,Disponible,30881,Sagunto,Irún,2026-02-16,2026-07-14,9,3557,205000,AVE,,"{TV,""Asientos reclinables"",Baño,""Aire acondicionado"",Wifi,Calefacción}",{},,"{""Sanlúcar de Barrameda"",Tarrasa}"
"Hernán Verdugo Toledo",17634111,4,heveto@viajes.cl,hernán4448,4KhesW4A4Jcr,"+56 2 9786 7003",Nocturno,Banmédica,"Part time",608291,,,,,Disponible,79114,Benalmádena,Cáceres,2025-05-26,2025-08-15,79,1965,161000,"NS International",,"{Wifi,Comida,""Asientos reclinables"",""Aire acondicionado""}",{},,"{Motril,Ferrol,Badajoz}"
"Samuel Rocha Iglesias",13647008,6,Samueliglesias@viajes.cl,saroig,HjGvmMqA5PPCr,"+56 9 6430 9476",Nocturno,Consalud,"Part time",608292,,,0,,Disponible,89164,granada,ALCORCóN,2025-09-19,2025-12-03,93,1823,92000,"CP (Portugal)",,"{Calefacción,Baño,Comida,Wifi}",{},,"{Orense,Elda}"
"Juan Carlos Cepeda Montalvo",14564798,3,juan7630@viajes.cl,Juanmontalvo,v0gsUYLrBnK5csf,"+56 2 0593 0166",Nocturno,"Más vida","Part time",608293,,,,,Disponible,33416,Alcoy,Málaga,2026-04-16,2026-06-19,50,1539,151000,"ZSSK (Eslovaquia)",,"{TV,Calefacción,Wifi,Agua}",{},,"{""Molina de Segura"",Almería,""San Sebastían de los Reyes"",Gecho,Zaragoza}"
"Ángela Piña Altamirano",11282209,7,Oengela5205@viajes.cl,ángela7202,hhkWz6J9,"+56 2 2198 4930",Nocturno,Consalud,"Full time",608298,,,,,Disponible,24556,Jaén,HospitaletdeLLobregat,2026-01-02,2026-05-04,24,2937,309000,"Deutsche Bahn (DB)",,"{Baño,""Aire acondicionado"",""Asientos reclinables"",TV,Wifi,Comida}",{},,"{Alcorcón,Avilés,Manresa,Segovia,Murcia}"
"Sancho Uribe Laboy",16931024,6,sancho2231@viajes.cl,Sancholaboy,0XLZg1mPK,"+56 2 7890 5871",Diurno,Banmédica,"Full time",608300,,,,,Disponible,39250,León,Pamplona,2026-01-10,2026-06-22,84,3921,486000,"CD (República Checa)",,"{""Asientos reclinables"",""Aire acondicionado"",Baño,Wifi,Comida,Calefacción,TV}",{},,"{Ávila,Cartagena,Segovia}"
"Germán Rael Sepúlveda",22182496,2,GermOensepOUlveda@viajes.cl,gerase,yEokef3ljFlxI,"+56 9 5625 6889",Nocturno,Colmena,"Part time",608302,,,,,Disponible,93194,Logroño,Marbella,2026-03-31,2026-08-21,22,3443,364000,Renfe,,"{""Asientos reclinables"",Baño,Agua,Calefacción,TV,""Aire acondicionado""}",{},,"{Albacete,Telde}"
"César Trujillo Tórrez",10014205,8,cOosar2050@viajes.cl,césar5085,Wn20YGieL,"+56 2 0674 6571",Nocturno,"Más vida","Part time",608303,,,,,Disponible,59265,DosHermanas,,2025-09-23,2026-01-14,98,2720,138000,,,"{Baño,Agua,Comida,Calefacción,TV}",{},,
"Ana Abrego Ulloa",2966786,1,anabul@viajes.cl,ana938,DFOXJ7tAelQNWdKL,"+56 2 3084 2388",Diurno,Consalud,"Part time",608304,,,,,Disponible,32142,Vigo,Getafe,2025-06-29,2025-09-23,5,2087,167000,Amtrak,,"{Comida,TV,Wifi,""Aire acondicionado""}",{},,{Fuenlabrada}
"Ricardo Munguía Perea",12745053,6,rimupe@viajes.cl,Ricardoperea,FmfNpJDOL8se29w,"+56 9 9333 1752",Diurno,Banmédica,"Part time",608305,,,,,Disponible,63909,Jaén,Coslada,2026-07-05,2026-08-06,57,791,91000,"VRZ (Croacia)",,"{Calefacción,Agua,""Aire acondicionado""}",{},,"{Elda,Barcelona,Albacete,Cádiz}"
"Beatriz Zayas Gallegos",23962646,7,Beatrizgallegos@viajes.cl,beatriz531,dojD2DFM,"+56 2 6838 7270",Nocturno,Fonasa,"Full time",608306,,,,,Disponible,30784,ColladoVillalba,Salamanca,2025-06-24,2025-12-11,44,4088,483000,Amtrak,,"{Wifi,TV,Baño,""Aire acondicionado"",Calefacción,Agua,Comida}",{},,"{Benalmádena,""Ciudad Real"",Puertollano,Segovia}"
