nombre,run,Dv,Correo,Nombre_usuario,Contrasena,Telefono_contacto,Puntos,Codigo_agenda,Etiqueta,Codigo_reserva,Fecha,Monto,Cantidad_personas
"José Eduardo Abeyta Dueñas",,,JosOoduenas@viajesanma.com,joedabdu,RyvKBuH3vt,"+56 9 4839 8568",6213,69332,Aniversario,594144,2025-03-11,151000,1
"José Eduardo Abeyta Dueñas",,,JosOoduenas@viajesanma.com,joedabdu,RyvKBuH3vt,"+56 9 4839 8568",6213,69332,Aniversario,594150,2025-11-03,174000,1
,,,,joedabdu,RyvKBuH3vt,,6213,69332,Aniversario,,2025-11-20,99000,
"Irene Haro Briones",,,Irenebriones@wass.com,Irenebriones,Ksposgs0yw,"+56 9 7436 1606",9578,67689,"Salida con Familia",594152,2026-03-29,70000,1
"Irene Haro Briones",,,,Irenebriones,Ksposgs0yw,"+56 9 7436 1606",9578,67689,"Salida con Familia",594153,2025-06-14,59000,1
"Gerardo Arevalo Oquendo",12899469,6,,Gerardooquendo,bZi0lxfAU,"+56 2 8560 3901",9855,62382,"Salida con Familia",594161,2025-07-08,1500000,10
"Gloria Vega Sierra",19614767,5,,glvesi,DbjjZVQRaAn4,"+56 2 4257 3041",3343,66286,"Salida con Familia",594170,2025-07-24,748000,4
,,,,analfr,,"+56 9 3022 5215",0,66419,,594175,2026-03-12,549000,9
"Javier Delagarza Marrero",28944743,1,,javier7639,0hf2s3Pkbn66,"+56 2 8285 3481",4396,61465,"Cena de Trabajo",594187,2025-06-17,216000,3
"Luisa Alaniz Solano",,,luisa7198@wass.com,luisa7592,i1dIpXh8h29tRGn,"+56 9 4691 9940",1795,65415,"Salida con Amigos",594207,2026-07-31,330000,3
"Luisa Alaniz Solano",,,,luisa7592,i1dIpXh8h29tRGn,"+56 9 4691 9940",1795,65415,"Salida con Amigos",594210,2025-12-06,471000,3
"Javier Miramontes Venegas",,,javier5715@tourket.com,jamive,OiVRfKv76,"+56 2 0408 3283",7114,67215,"Salida con Amigos",594211,2025-12-30,1050000,7
"Homero Nava Casas",23511340,6,,honaca,hoYQOK7Zubl7xq3,"+56 2 8441 6309",1759,61989,"Salida con Familia",594216,2025-08-29,1068000,6
"Lucia Almaraz Bañuelos",,,lucia7153@viajesanma.com,Luciabañuelos,Z2Z49KQCz,"+56 2 1597 5023",1298,65713,"Cena de Trabajo",594238,2025-06-09,264000,2
"Lucia Almaraz Bañuelos",,,lucia7153@viajesanma.com,Luciabañuelos,Z2Z49KQCz,"+56 2 1597 5023",1298,65713,"Cena de Trabajo",594245,2026-06-09,236000,2
"Sta. Sara Muñoz Arguello",19440951,6,,stsamuar,mmCHi7SfCmaDdX,"+56 2 6302 0303",2559,70652,"Cena de Trabajo",594248,2025-02-02,354000,1
,1933766,9,,Victoriagallardo,KwS09p1v51pZz3,"+56 9 4365 5191",3828,,Vacaciones,,2025-03-16,270000,
"Cecilia Zelaya Castillo",,,,Ceciliacastillo,aQkcc47uzTSy,"+56 2 5265 6506",4063,64201,"Salida con Familia",594261,2025-11-05,1940000,10
"Cecilia Zelaya Castillo",,,,Ceciliacastillo,aQkcc47uzTSy,"+56 2 5265 6506",4063,64201,"Salida con Familia",594268,2025-11-03,1910000,10
"Cecilia Zelaya Castillo",,,,Ceciliacastillo,aQkcc47uzTSy,"+56 2 5265 6506",4063,64201,"Salida con Familia",594269,2025-01-12,2090000,10
"Octavio Alonso Garay",8608813,4,,octavio1055,bNSobjD1x895Dczl,"+56 2 1917 0104",3831,68303,"Salida con Familia",594274,2025-03-03,1104000,8
"Sta. Rodrigo Figueroa Tirado",9985743,9,,sta.3094,4LuIqwJBGbVeC,"+56 2 3638 0332",3354,63173,Aniversario,594277,2025-07-25,1330000,7
"Julio Covarrubias Bañuelos",27439832,9,,Juliobañuelos,dxReWPM3uup,"+56 2 7467 2094",2068,65053,Vacaciones,594319,2025-02-26,333000,3
,,,AdOenroybal@tourket.com,adán3487,0JeeVtfXpWBdI76,"+56 9 3382 8857",0,,"Salida con Familia",594325,,558000,9
"Adán Rendón Roybal",,,AdOenroybal@tourket.com,adán3487,0JeeVtfXpWBdI76,"+56 9 3382 8857",3633,67346,"Salida con Familia",594332,2025-01-29,1647000,9
"Pilar Saldaña Rodarte",,,pilar9132@marmol.com,pilar3295,cAZZ8Qw6PCf,"+56 2 8878 3103",6435,64374,Aniversario,594334,2025-03-17,1337000,7
"Guillermo Ordóñez Torres",18785289,7,,guorto,QgSRsRgPPC0y,"+56 2 7165 4752",1435,68676,"Salida con Familia",594335,2025-07-20,192000,1
,2263449,6,,,,,4676,66971,,594341,2025-04-12,4320000,10
,,,,sr.8795,cspcawI5kazi,"+56 9 8590 9533",9899,68021,,,2025-01-25,840000,4
"Ariadna Altamirano Leyva",20960173,7,,aralle,PuBnOO7JC3EoIoQ,"+56 2 9663 5240",690,61460,"Salida con Familia",594357,2025-01-06,981000,9
"Hugo Chavarría Mascareñas",,,hugo8394@outluc.com,huchma,ZRGG3PQuMJg6yfWl,"+56 2 3417 7196",8353,72010,"Cena de Trabajo",594368,2025-01-01,690000,10
"Hugo Chavarría Mascareñas",,,,huchma,ZRGG3PQuMJg6yfWl,"+56 2 3417 7196",8353,72010,"Cena de Trabajo",594375,2025-01-06,1250000,10
"Hugo Chavarría Mascareñas",,,hugo8394@outluc.com,huchma,ZRGG3PQuMJg6yfWl,"+56 2 3417 7196",8353,72010,"Cena de Trabajo",594380,2025-01-05,1950000,10
"María Cristina Peres Galarza",20816747,2,,maría1755,CoL5udsKV7S4,"+56 9 9397 9440",6210,66852,Vacaciones,594390,2025-01-05,1180000,10
"Adán Portillo Arriaga",2543249,5,,adán5819,CONt4B0MblsQV,"+56 9 2576 9923",5682,70786,"Salida con Amigos",594398,2025-02-26,330000,3
"Sra. Sancho Esquivel Quintanilla",24225196,2,,sra.5015,n8rXaX9iz9k,"+56 9 4219 5727",162,68743,Vacaciones,594399,2026-01-03,1685000,5
"Sta. Marcela Montoya Guardado",25530865,3,,sta.6784,eRdauHZFW8,"+56 2 8124 7370",4308,70013,"Cena de Trabajo",594418,2025-09-13,99000,1
"Sra. Hernán Adorno Partida",,,sra.9848@viajesanma.com,sra.4521,LiaR92tqfQQ3Edu,"+56 9 5493 4857",2911,65640,Vacaciones,594427,2026-02-13,125000,1
"Sra. Hernán Adorno Partida",,,sra.9848@viajesanma.com,sra.4521,LiaR92tqfQQ3Edu,"+56 9 5493 4857",2911,65640,Vacaciones,594428,2026-05-13,76000,1
"Anita Carrero Dueñas",316548,5,,anita4161,togkmg6Z7QT,"+56 9 5494 1517",3396,63532,"Salida con Amigos",594441,2025-01-28,242000,2
"Sra. Gabriela Leal Navarrete",,,,,8WLw8hdcJpfdU,"+56 9 0256 4746",0,66128,,594442,2025-06-23,1683000,
"Rosalia Polanco Mercado",,,rosalia376@marmol.com,rosalia2809,Nq848oh5ZKsV,"+56 2 1736 7249",3658,67579,"Salida con Amigos",594446,2025-09-13,396000,2
"Gabriela Robledo Cavazos",1888816,5,,gabriela5754,8JFAuvmmce4je,"+56 9 5986 5669",4283,65567,"Salida con Amigos",594448,2025-06-18,2842000,7
"Sr. Isabel Ávalos Segovia",,,Sr.segovia@marmol.com,srisávse,VpzRC2j7dm6,"+56 9 0079 8280",6072,67495,"Salida con Amigos",594449,2025-02-17,250000,2
"Sr. Isabel Ávalos Segovia",,,,srisávse,VpzRC2j7dm6,"+56 9 0079 8280",6072,67495,"Salida con Amigos",594450,2025-05-08,256000,2
,,,ignacio5759@outluc.com,igmama,Qug7ICD40ICA,,2918,61224,"Salida con Familia",,2026-01-09,,6
"Ignacio Madrid Madrigal",,,ignacio5759@outluc.com,igmama,Qug7ICD40ICA,"+56 9 8317 8218",2918,61224,"Salida con Familia",594463,2025-08-07,1020000,6
"Ignacio Madrid Madrigal",,,ignacio5759@outluc.com,igmama,Qug7ICD40ICA,"+56 9 8317 8218",2918,61224,"Salida con Familia",594464,2026-01-16,750000,6
"Catalina Cisneros Sepúlveda",,,cacise@wass.com,Catalinasepúlveda,GbJVzo4aoKugn8y,"+56 2 3121 4966",746,62572,Aniversario,594470,2025-11-24,1192000,8
"Catalina Cisneros Sepúlveda",,,cacise@wass.com,Catalinasepúlveda,GbJVzo4aoKugn8y,"+56 2 3121 4966",746,62572,Aniversario,594471,2025-03-22,344000,8
"Cecilia Zelaya Castillo",,,cezeca@edubus.cal,Ceciliacastillo,aQkcc47uzTSy,"+56 2 5265 6506",4063,69068,Aniversario,594472,2025-01-21,1309000,7
"Antonio Archuleta Nájera",,,anarnOe@marmol.com,antonio6129,4N7Das6S0zIa,"+56 2 4217 4189",5875,64076,"Cena de Trabajo",594479,2025-12-03,2272000,8
"Antonio Archuleta Nájera",,,,antonio6129,4N7Das6S0zIa,"+56 2 4217 4189",5875,64076,"Cena de Trabajo",594480,2025-08-20,1184000,8
"Sta. Enrique Vélez Amaya",22144158,3,,Sta.amaya,EyBauR4Cr8b,"+56 9 2805 5787",9479,69536,"Salida con Amigos",594487,2026-02-16,116000,4
"María Elena Montañez Arriaga",21985290,8,,maría6443,X55mTMTODQTrWTyC,"+56 2 7548 8807",9351,70958,"Cena de Trabajo",594507,2025-01-23,86000,1
"Pilar Suárez de Jesús",6770966,7,,pilar4928,3Vlr87KxOc,"+56 2 9841 3258",3940,62611,"Salida con Familia",594510,2025-02-27,359000,1
"Juana Olivares Saldivar",20342934,7,,juolsa,2kOZJNUYKLKiYyc4,"+56 9 9630 7504",2672,70348,"Salida con Familia",594520,2025-01-03,1038000,6
"Ramona Matías Cardona",20925415,8,,ramaca,t6MyXlhCs9FqEm21,"+56 2 3153 0003",5743,64908,"Salida con Amigos",594522,2025-11-23,828000,6
"Soledad Alba Cervántez",29462309,4,,Soledadcervántez,cg6eqAF9,"+56 9 4459 5190",5392,62139,"Cena de Trabajo",594546,2025-06-20,77000,1
"Carlos Lovato Guardado",,,Carlosguardado@tourket.com,carlos7268,Fw9Kj1kEjlGz,"+56 9 5106 5172",7211,,Aniversario,,2025-01-04,,
,,,,carlos7268,Fw9Kj1kEjlGz,,7211,,Aniversario,594582,2025-04-09,1435000,
"Gregorio Carrero Navarrete",27952922,7,,gregorio2190,,"+56 2 7181 4239",5435,,,,2025-08-22,924000,7
"Luis Miguel Ibarra Amador",3697637,3,,luis3978,b4sMC9H0J,"+56 9 7284 1952",4384,61683,Aniversario,594628,2025-07-19,882000,6
"Luis Miguel Ibarra Amador",,,,luis3978,,,4384,61683,Aniversario,594636,,300000,
"Sr. Berta Heredia Escamilla",8756156,9,,,5hmGBp1J,,0,67144,Aniversario,594652,,848000,
"Sr. Berta Heredia Escamilla",8756156,9,,sr.8769,5hmGBp1J,"+56 9 6523 5488",4988,67144,Aniversario,594655,2026-05-26,384000,8
"Benito Miramontes Arias",,,bemiar@wass.com,bemiar,E3aRSx1oOTJI,"+56 2 0776 4599",5316,69162,Aniversario,594662,2025-07-21,1930000,10
"Benito Miramontes Arias",,,,bemiar,E3aRSx1oOTJI,"+56 2 0776 4599",5316,69162,Aniversario,594663,2025-08-02,1740000,10
"Benito Miramontes Arias",,,,bemiar,E3aRSx1oOTJI,"+56 2 0776 4599",5316,69162,Aniversario,594664,2025-03-04,760000,10
"María Elena Toro Alejandro",,,maeltoal@marmol.com,maría2424,hHommL6bn,"+56 2 4812 5763",3358,66492,"Salida con Amigos",594682,2026-04-21,2808000,9
,,,Dianaorozco@viajesanma.com,,z4bxo2zB,,8852,71997,Vacaciones,,2025-03-01,540000,10
"Rubén Collazo Perea",11784866,3,,rubén6376,pc9fiqQU,"+56 2 3855 8444",1950,64361,"Salida con Familia",594692,2025-08-13,504000,7
"Leonor Robles Ordóñez",,,LeonorordOInez@marmol.com,leroor,6D8HFkoHc,"+56 9 7648 4584",7542,65955,"Cena de Trabajo",594699,2026-05-09,121000,1
"Leonor Robles Ordóñez",,,LeonorordOInez@marmol.com,,,"+56 9 7648 4584",0,65955,"Cena de Trabajo",594700,,101000,1
"Leonor Robles Ordóñez",,,LeonorordOInez@marmol.com,leroor,6D8HFkoHc,"+56 9 7648 4584",7542,65955,"Cena de Trabajo",594701,2026-04-08,336000,1
"Manuel Mesa Mondragón",16541253,2,,mamemo,mNNQf5c4,"+56 2 4289 4607",3511,69534,Vacaciones,594722,2025-01-22,184000,8
"Carla Ontiveros Cisneros",7735098,5,,Carlacisneros,V58Jgsi0gw0DJHT,"+56 9 0382 9438",2253,66926,Aniversario,594740,2025-01-18,420000,10
"Carla Ontiveros Cisneros",7735098,5,,Carlacisneros,V58Jgsi0gw0DJHT,"+56 9 0382 9438",2253,66926,Aniversario,594747,2025-09-16,1320000,10
"Mercedes Mata Chacón",,,memach@viajesanma.com,memach,if9tZD4DAVHKENYL,"+56 2 1996 9168",508,63797,Vacaciones,594748,2025-01-14,110000,1
"Gustavo Delagarza Aponte",26433419,5,,gudeap,bXs2ruG35H,"+56 9 4360 0046",1576,71146,"Salida con Amigos",594750,2025-04-03,980000,10
"Gustavo Delagarza Aponte",26433419,5,,gudeap,bXs2ruG35H,"+56 9 4360 0046",1576,71146,"Salida con Amigos",594756,2025-08-23,400000,10
"Sr. José María Palomino Flórez",24006668,8,,Sr.flórez,dDjWkY0bALQ,"+56 9 8117 4749",6454,65988,Vacaciones,594773,2025-02-13,536000,4
,,,,srelrool,owv9Jhnp77nr1s,"+56 9 4608 2024",5899,,"Cena de Trabajo",594779,2025-09-01,644000,
"Débora Centeno Valencia",,,,débora6707,,"+56 2 2699 7281",0,68170,Aniversario,594807,2025-04-26,477000,
,,,Esperanzasarabia@wass.com,esperanza2435,l2ZMqz6UCUICkj6,,0,61872,"Cena de Trabajo",,2025-05-26,48000,1
"Carlos Carreón Villanueva",,,Carlosvillanueva@tourket.com,carlos1995,Sq1u7EYa,"+56 9 5072 4821",1716,65559,"Cena de Trabajo",594897,2026-09-22,590000,10
"Carlos Carreón Villanueva",,,Carlosvillanueva@tourket.com,carlos1995,Sq1u7EYa,"+56 9 5072 4821",1716,65559,"Cena de Trabajo",594900,2026-05-31,700000,10
"María del Carmen Rodrígez Muñiz",9879292,9,,maría2739,AA5FxBE7pfYI0d6t,"+56 2 7861 7120",1744,69288,"Salida con Familia",594943,2025-03-13,330000,5
"Marilu Soliz Ornelas",,,marilu3639@wass.com,marilu7295,Zvb3kWI8il04a,"+56 2 1620 1552",3143,65783,Vacaciones,594915,2025-03-19,222000,1
"Sra. Homero Otero Merino",,,sra.9039@viajesanma.com,Sra.merino,M6h69pX0,"+56 2 8081 2238",8488,64884,"Salida con Amigos",594920,2025-04-03,1072000,8
"Sra. Homero Otero Merino",,,,Sra.merino,M6h69pX0,"+56 2 8081 2238",8488,64884,"Salida con Amigos",594921,2025-01-26,1200000,8
"Sra. Homero Otero Merino",,,sra.9039@viajesanma.com,,M6h69pX0,,8488,,"Salida con Amigos",,2025-03-01,432000,
"Elena Escalante Regalado",27659056,1,,Elenaregalado,1X9QN1vDqQW,"+56 2 5061 5249",5572,61898,"Cena de Trabajo",594944,2025-01-26,1540000,10
"Mariano Castañeda Peña",,,mariano8847@edubus.cal,Marianopeña,7SOWLonvc,"+56 2 3596 4808",1409,62822,Aniversario,594949,2025-03-09,1026000,9
,14927907,5,laarpr@wass.com,laarpr,aFd8pE5HICghs,,6073,,"Salida con Amigos",,2026-01-11,,8
"Laura Arias Preciado",,,,,,"+56 2 7804 7009",6073,68186,"Salida con Amigos",594952,,600000,8
"Sra. Ernesto Quiñónez Abeyta",,,,srerquab,72i5QnsXZ,"+56 9 0053 1866",3642,71293,Vacaciones,594955,2025-02-23,322000,7
"Benjamín Bonilla Llamas",7510903,2,,beboll,ZGKhMse274,"+56 2 8446 6048",3807,61561,"Salida con Amigos",594990,2025-11-29,310000,5
"Esperanza Concepción Sarabia",5329372,7,,esperanza2435,l2ZMqz6UCUICkj6,"+56 2 8846 5203",4828,66884,"Salida con Amigos",594997,2025-06-05,928000,8
"Sta. Benjamín Fuentes Corrales",22093426,8,,stbefuco,6oPnpMTjKu8Z9ZvB,"+56 9 5244 6489",6452,61262,"Salida con Amigos",595010,2026-01-11,621000,9
"Guadalupe Ontiveros Castañeda",,,guonca@edubus.cal,guadalupe9489,PF6lKyr8z,"+56 2 6876 6206",5079,61219,"Salida con Familia",595012,2025-03-20,1512000,9
"Guadalupe Ontiveros Castañeda",,,guonca@edubus.cal,guadalupe9489,PF6lKyr8z,"+56 2 6876 6206",5079,61219,"Salida con Familia",595013,2026-07-17,522000,9
"Guadalupe Ontiveros Castañeda",,,guonca@edubus.cal,guadalupe9489,PF6lKyr8z,"+56 2 6876 6206",5079,61219,"Salida con Familia",595020,2025-03-01,1179000,9
"David Batista Matos",7112146,1,,dabama,h2maOEFaN7,"+56 9 7951 6633",1211,69078,"Cena de Trabajo",595027,2025-11-12,180000,1
"Miguel Ángel Alonzo Rivas",,,miguel7795@edubus.cal,miguel8152,dRb2GDN5,"+56 9 7893 1848",6712,66526,"Salida con Amigos",595039,2025-04-20,278000,1
"Sr. Lola Arias Terrazas",,,srloarte@marmol.com,Sr.terrazas,Wg0tv0j2PbBHBA,"+56 9 4169 1476",9721,66799,"Salida con Amigos",595064,2025-08-27,1950000,10
"Sr. Lola Arias Terrazas",,,srloarte@marmol.com,Sr.terrazas,Wg0tv0j2PbBHBA,"+56 9 4169 1476",9721,66799,"Salida con Amigos",595070,2025-04-19,1240000,10
"Sr. Lola Arias Terrazas",,,srloarte@marmol.com,Sr.terrazas,Wg0tv0j2PbBHBA,"+56 9 4169 1476",9721,66799,"Salida con Amigos",595071,2025-01-13,470000,10
"Isabela Ordóñez Cornejo",,,Isabelacornejo@tourket.com,Isabelacornejo,BbQ0YzbzY2no035,"+56 9 7787 0515",1998,71092,"Salida con Amigos",595077,2025-09-22,1008000,7
"Isabela Ordóñez Cornejo",,,Isabelacornejo@tourket.com,Isabelacornejo,BbQ0YzbzY2no035,"+56 9 7787 0515",1998,71092,"Salida con Amigos",595081,2025-01-18,1337000,7
"Ana Corrales Reyna",17936354,2,,ancore,i2ZrHEpIIHNdmDvp,"+56 9 5982 0312",3121,66912,Vacaciones,595087,2025-01-28,244000,4
"Soledad Rendón Zepeda",,,soreze@marmol.com,Soledadzepeda,tWD6pjoT,"+56 9 1824 2707",1184,62629,Vacaciones,595112,2026-08-01,259000,1
,,,,Soledadzepeda,tWD6pjoT,"+56 9 1824 2707",0,62629,Vacaciones,,2025-08-17,,1
"Julia Morales Fajardo",,,julia1788@viajesanma.com,Juliafajardo,U8lE7Xb411MRMfJ,"+56 9 3932 2588",8735,64241,"Salida con Familia",595137,2025-01-14,2940000,7
"Julia Morales Fajardo",,,julia1788@viajesanma.com,Juliafajardo,U8lE7Xb411MRMfJ,"+56 9 3932 2588",8735,64241,"Salida con Familia",595144,2025-10-05,616000,7
"María Cristina Tórrez Sarabia",18302750,6,,maría3958,2NIbFMOD7syN,"+56 2 5784 3884",5690,61648,"Salida con Familia",595145,2025-01-18,460000,4
"María Cristina Tórrez Sarabia",18302750,6,,maría3958,2NIbFMOD7syN,"+56 2 5784 3884",5690,61648,"Salida con Familia",595153,2025-08-05,1568000,4
"Leticia Salcedo Ortega",21303472,3,,lesaor,WpY6FHsARus,"+56 9 3899 3979",8567,69152,Aniversario,595160,2025-01-25,774000,9
"José Emilio Alcántar Lerma",,,JosOolerma@tourket.com,joemalle,a4nWbnqlfBq9Tb,"+56 9 3948 2713",5324,71367,"Salida con Familia",595173,2026-05-26,1467000,3
"Ignacio Ramírez Arredondo",,,,ignacio4895,9KOXTvN8OV0tV,"+56 2 9496 1128",1709,70582,Vacaciones,595174,2025-01-24,560000,5
"Ignacio Ramírez Arredondo",,,Ignacioarredondo@viajesanma.com,ignacio4895,9KOXTvN8OV0tV,"+56 2 9496 1128",1709,70582,Vacaciones,595180,2025-02-12,200000,5
"Sara Quiñones Huerta",6114691,1,,sara1722,u61QZJrt,"+56 9 1265 7493",2916,62246,"Salida con Familia",595185,2025-07-05,775000,5
,17264591,7,marisol8112@marmol.com,macace,,,7696,72120,"Salida con Familia",595199,2025-04-01,,
"Sr. Hernán Valenzuela Solorzano",23940862,1,,sr.5643,BxaW5mD7x36y,"+56 2 4809 1069",2508,67732,Vacaciones,595213,2026-04-08,110000,1
"Barbara Gastélum Maldonado",15687821,9,,bagama,InI78zXhXt5jtmM,"+56 2 2038 9174",2659,71470,Aniversario,595217,2025-03-04,972000,9
"María Luisa Gurule Romero",19292923,7,,maluguro,P8PvcsnMJRg,"+56 9 6029 4782",7313,70375,"Salida con Familia",595220,2025-09-28,744000,4
"Sra. Rodrigo León Reyna",,,sra.141@tourket.com,srrolere,RKRKpha1VeR,"+56 2 0949 4724",473,62311,Aniversario,595254,2026-07-03,146000,2
"Sra. Rodrigo León Reyna",,,sra.141@tourket.com,srrolere,RKRKpha1VeR,,473,62311,Aniversario,,2025-08-27,,
"Virginia Carreón Bustamante",,,Virginiabustamante@edubus.cal,vicabu,vorsaWpoFEaL89jd,"+56 9 1663 7110",1550,63516,Aniversario,595257,2026-02-17,207000,3
"Virginia Carreón Bustamante",,,Virginiabustamante@edubus.cal,vicabu,vorsaWpoFEaL89jd,"+56 9 1663 7110",1550,63516,Aniversario,595258,2026-03-22,213000,3
,,,,rosalia6048,,,9266,61163,Vacaciones,595264,2025-01-27,664000,8
"Antonio Valencia Mercado",,,,anvame,DqGp5kM4fPTD4,"+56 9 1520 3067",8590,70861,"Cena de Trabajo",595276,2025-01-14,378000,2
"Antonio Valencia Mercado",,,anvame@wass.com,anvame,DqGp5kM4fPTD4,"+56 9 1520 3067",8590,70861,"Cena de Trabajo",595278,2025-10-13,278000,2
"Antonio Valencia Mercado",,,anvame@wass.com,anvame,DqGp5kM4fPTD4,"+56 9 1520 3067",8590,70861,"Cena de Trabajo",595281,2026-07-16,246000,2
"José Emilio Mayorga Hidalgo",18870446,8,,josé9686,vftf4wWxHtcA5SXu,"+56 2 3034 0512",1709,65587,"Cena de Trabajo",595304,2025-06-12,975000,5
"Diana Saldivar Roybal",,,Dianaroybal@wass.com,Dianaroybal,JPbiK805XmNWb3vB,"+56 9 6364 5867",8645,71603,"Cena de Trabajo",595354,2026-05-23,248000,2
"Diana Saldivar Roybal",,,Dianaroybal@wass.com,Dianaroybal,JPbiK805XmNWb3vB,"+56 9 6364 5867",8645,71603,"Cena de Trabajo",595361,2025-12-26,342000,2
"Antonia Quiroz Ponce",26904753,4,,anqupo,Cb6HRiCntmc,"+56 9 7733 2944",1038,68314,Vacaciones,595363,2025-12-23,220000,1
"Antonia Quiroz Ponce",26904753,4,,anqupo,Cb6HRiCntmc,"+56 9 7733 2944",1038,68314,Vacaciones,595366,2025-04-11,103000,1
"José Emilio Barajas Nava",,,,Josénava,BbWAZCp2DJ08S52M,,1077,,Vacaciones,595388,,258000,
"José Emilio Barajas Nava",26069996,2,,Josénava,BbWAZCp2DJ08S52M,"+56 2 3255 5939",1077,71717,Vacaciones,595396,2026-04-18,354000,6
"Florencia Saldaña Mata",4593577,9,,flsama,0jHILpc0RnPtUC,"+56 9 5856 0489",460,70695,Aniversario,595400,2025-10-29,564000,3
"Maricarmen Guevara Ureña",,,maguur@viajesanma.com,maguur,J1qdX4P0i,"+56 9 8803 0214",2472,66203,"Salida con Amigos",595402,2025-09-29,567000,7
"Maricarmen Guevara Ureña",,,maguur@viajesanma.com,maguur,J1qdX4P0i,"+56 9 8803 0214",2472,66203,"Salida con Amigos",595403,2025-12-28,728000,7
"Sta. Felipe Hernández Alfaro",,,Sta.alfaro@viajesanma.com,sta.8843,1QmgyRSxbl,"+56 9 9895 8530",2796,65100,Aniversario,595405,2025-04-09,1425000,5
"Sta. Felipe Hernández Alfaro",,,Sta.alfaro@viajesanma.com,sta.8843,1QmgyRSxbl,"+56 9 9895 8530",2796,65100,Aniversario,595408,2025-03-23,895000,5
"Sta. Felipe Hernández Alfaro",,,Sta.alfaro@viajesanma.com,sta.8843,1QmgyRSxbl,"+56 9 9895 8530",2796,65100,Aniversario,595410,2025-04-23,220000,5
"Sta. María del Carmen Zúñiga Santillán",,,stmadecazOUsa@wass.com,stmadecazúsa,xAp54IAA1,"+56 9 2093 8312",9887,70295,"Salida con Familia",595425,2025-12-18,1576000,8
,,,,stmadecazúsa,,"+56 9 2093 8312",0,70295,,595426,2025-03-18,600000,8
"Claudio Reyes Bermúdez",,,ClaudiobermOUdez@wass.com,clrebe,irSX7ak02,"+56 9 2970 4002",9829,67050,"Cena de Trabajo",595438,2025-08-04,3664000,8
"Claudio Reyes Bermúdez",,,ClaudiobermOUdez@wass.com,clrebe,irSX7ak02,"+56 9 2970 4002",9829,67050,"Cena de Trabajo",595442,2025-07-30,1336000,8
"Dolores Alarcón Casárez",26467458,1,,Dolorescasárez,VXDMS112vBLL,"+56 9 3800 3868",8168,65948,"Salida con Amigos",595457,2026-03-19,1272000,6
"Gregorio Navarrete Lomeli",,,,Gregoriolomeli,YJZzx84C,"+56 9 3662 8276",3952,70893,"Cena de Trabajo",595467,2025-03-13,64000,2
"Gregorio Navarrete Lomeli",,,grnalo@edubus.cal,Gregoriolomeli,YJZzx84C,"+56 9 3662 8276",3952,70893,"Cena de Trabajo",595470,2025-03-02,350000,2
"Gregorio Navarrete Lomeli",,,grnalo@edubus.cal,Gregoriolomeli,YJZzx84C,"+56 9 3662 8276",3952,70893,"Cena de Trabajo",595474,2025-03-25,292000,2
"Mercedes Enríquez Velázquez",21874286,6,,mercedes7908,6w4VY4Uc,"+56 2 4609 4063",9663,63602,"Salida con Familia",595477,2026-03-27,130000,5
"César Sotelo Tejada",26245774,5,,Césartejada,68Uze2Fce,"+56 9 5895 3953",5767,72062,"Salida con Amigos",595497,2025-03-26,1280000,10
"Mayte García Magaña",4955309,9,,Maytemagaña,VhL5c3a0OiweUWx4,"+56 2 4221 4632",1630,61365,"Salida con Amigos",595510,2025-05-04,1305000,9
"Berta Ureña Quezada",29161118,4,,beurqu,ZAGATX6q3SdJXvvM,"+56 9 7962 9089",9549,65610,"Salida con Amigos",595523,2026-09-03,2502000,6
,7942687,3,,,LhQ0zg0plZj1ZiT3,,4153,,Vacaciones,,2026-06-03,616000,8
"Sta. Marcos Rivero Raya",,,,,,"+56 2 1482 7887",1468,65544,,595532,2025-01-09,462000,3
"Sr. Felipe Vélez Solís",,,Sr.solOAs@marmol.com,srfevéso,1HA0YVDgfwviTXdN,"+56 9 8620 2158",9236,63172,"Cena de Trabajo",595552,2025-05-22,820000,10
"Eva Quiroz Reséndez",25947155,9,,Evareséndez,,,3919,69858,,595555,2025-08-20,,9
"Sta. Maricarmen Ruelas Oquendo",,,sta.207@viajesanma.com,Sta.oquendo,4bSEoOaRlc3U2,"+56 2 8393 3626",5686,65853,"Salida con Familia",595556,2025-10-01,320000,4
"Sta. Maricarmen Ruelas Oquendo",,,,,4bSEoOaRlc3U2,"+56 2 8393 3626",5686,,,595557,,,4
"Julio César Orta Carreón",,,julio3586@marmol.com,,,,0,65493,"Cena de Trabajo",595578,2026-05-14,1701000,
"Julio César Orta Carreón",,,julio3586@marmol.com,julio7172,yj0jceYZG,"+56 2 6039 5178",3337,65493,"Cena de Trabajo",595579,2025-08-07,693000,7
"Julio César Orta Carreón",,,julio3586@marmol.com,julio7172,yj0jceYZG,"+56 2 6039 5178",3337,65493,"Cena de Trabajo",595581,2025-03-23,1113000,7
"Diego Espinosa Espinosa",9907928,2,,diego6689,xVDxrcH95nl3p,"+56 9 0420 5617",920,61346,"Salida con Familia",595589,2025-06-21,1086000,6
"Eloisa Padrón Gamez",,,Eloisagamez@outluc.com,eloisa9715,8hhutDjhegjhvuEE,"+56 9 5473 8812",1596,71623,"Salida con Familia",595613,2025-09-06,1269000,9
